24205,3629571434,0,admin_login,"2015-11-30 22:20:44",login,"a:1:{s:7:""general"";N;}",success,eczar,15,adminhtml_index_index,,216.86.221.106
24206,3629571434,0,salesrule,"2015-11-30 22:25:33",view,"a:1:{s:7:""general"";s:1:""1"";}",success,eczar,15,adminhtml_promo_quote_edit,,216.86.221.106
24207,3629571434,0,salesrule,"2015-11-30 22:26:57",save,"a:1:{s:7:""general"";s:2:""14"";}",success,eczar,15,adminhtml_promo_quote_save,,216.86.221.106
24208,3629571434,0,enterprise_banner,"2015-11-30 22:33:06",view,"a:1:{s:7:""general"";s:2:""12"";}",success,eczar,15,adminhtml_banner_edit,,216.86.221.106
24209,3629571434,0,catalog_products,"2015-11-30 22:35:06",view,"a:1:{s:7:""general"";s:3:""660"";}",success,eczar,15,adminhtml_catalog_product_edit,,216.86.221.106
24210,3629571434,0,catalog_products,"2015-11-30 22:35:46",view,"a:1:{s:7:""general"";s:3:""731"";}",success,eczar,15,adminhtml_catalog_product_edit,,216.86.221.106
24211,3629571434,0,catalog_categories,"2015-11-30 22:37:58",view,"a:1:{s:7:""general"";s:2:""79"";}",success,eczar,15,adminhtml_catalog_category_edit,,216.86.221.106
24212,3629571434,0,catalog_categories,"2015-11-30 22:38:14",view,"a:1:{s:7:""general"";s:3:""117"";}",success,eczar,15,adminhtml_catalog_category_edit,,216.86.221.106
24213,3629571434,0,catalog_categories,"2015-11-30 22:41:45",view,"a:1:{s:7:""general"";s:2:""79"";}",success,eczar,15,adminhtml_catalog_category_edit,,216.86.221.106
24214,3629571434,0,enterprise_banner,"2015-11-30 22:43:13",view,"a:1:{s:7:""general"";s:2:""12"";}",success,eczar,15,adminhtml_banner_edit,,216.86.221.106
24215,3629571434,0,enterprise_banner,"2015-11-30 22:43:49",view,"a:1:{s:7:""general"";s:2:""11"";}",success,eczar,15,adminhtml_banner_edit,,216.86.221.106
24216,3629571434,0,enterprise_banner,"2015-11-30 22:47:02",view,"a:1:{s:7:""general"";s:1:""4"";}",success,eczar,15,adminhtml_banner_edit,,216.86.221.106
24217,3629571434,0,widget_instance,"2015-11-30 23:03:20",view,"a:1:{s:7:""general"";s:1:""1"";}",success,eczar,15,adminhtml_widget_instance_edit,,216.86.221.106
